IDVol,DateVol,VilleDepart,VilleArrivee,DistanceVol,DureeVol,Statut,IDAppareil
VOL00378,20240530,New York,Los Angeles,5402.48,8.41,Terminé,A005
VOL00379,20231130,Paris,Dubaï,3255.26,5.06,Terminé,A044
VOL00380,20230926,Madrid,Rome,855.37,1.52,Terminé,A083
VOL00381,20240603,Beijing,Tokyo,1326.77,2.06,Terminé,A095
VOL00382,20241104,Sydney,Rome,3495.8,6.26,Terminé,A010
VOL00383,20220816,Singapour,Beijing,2793.35,5.12,Terminé,A037
VOL00384,20240219,Rome,Hong Kong,5751.7,7.72,Annulé,A027
VOL00385,20230116,Tokyo,Toronto,6395.8,9.49,Terminé,A060
VOL00386,20230528,Paris,Toronto,3719.59,5.41,Terminé,A002
VOL00387,20220323,Los Angeles,Beijing,11917.58,15.76,Annulé,A098
VOL00388,20240603,Paris,Singapour,6661.5,8.74,Annulé,A001
VOL00389,20211226,Madrid,Hong Kong,6542.88,8.61,Terminé,A145
VOL00390,20241121,New York,Toronto,352.45,2.09,En cours,A015
VOL00391,20230130,Berlin,Beijing,4570.23,7.17,Terminé,A100
VOL00392,20240107,Singapour,Moscou,5232.45,6.92,Terminé,A146
VOL00393,20240524,Moscou,Berlin,998.88,1.61,En cours,A031
VOL00394,20220515,Moscou,Paris,1537.4,3.51,Terminé,A058
VOL00395,20231030,Beijing,Toronto,6552.51,8.25,Terminé,A010
VOL00396,20230926,Rome,Dubaï,2676.65,5.3,Terminé,A145
VOL00397,20220904,Londres,Beijing,5054.25,6.79,Terminé,A140
VOL00398,20230830,New York,Madrid,3578.54,5.38,Terminé,A019
VOL00399,20241026,Paris,New York,3619.74,5.02,Terminé,A006
VOL00400,20230917,Londres,Dubaï,3398.47,5.41,Terminé,A122
VOL00401,20240407,Tokyo,Paris,6038.73,8.84,Terminé,A147
VOL00402,20231022,Moscou,Hong Kong,4427.56,5.71,Terminé,A099
VOL00403,20240326,Berlin,Dubaï,2861.96,4.52,En cours,A073
VOL00404,20230820,New York,Los Angeles,5402.48,8.5,Annulé,A100
VOL00405,20220909,Rome,Los Angeles,7648.57,11.51,Terminé,A116
VOL00406,20230119,Singapour,Hong Kong,1599.0,2.79,Terminé,A061
VOL00407,20240502,New York,Singapour,9522.43,12.33,En cours,A126
VOL00408,20240207,Berlin,Madrid,1166.49,2.23,Annulé,A065
VOL00409,20221214,Dubaï,Madrid,3514.42,5.24,Terminé,A089
VOL00410,20230831,Madrid,Hong Kong,6542.88,9.37,En cours,A117
VOL00411,20240402,Rome,Singapour,6219.28,7.92,Terminé,A123
VOL00412,20211223,Rome,New York,4281.0,6.47,Terminé,A040
VOL00413,20230906,Hong Kong,Singapour,1599.0,2.1,En cours,A117
VOL00414,20230802,Moscou,Dubaï,2286.53,4.72,Terminé,A138
VOL00415,20230226,Berlin,Londres,583.63,1.67,Terminé,A093
VOL00416,20240521,New York,Toronto,352.45,1.15,Terminé,A058
VOL00417,20231013,Moscou,Singapour,5232.45,7.75,Terminé,A037
VOL00418,20240801,Sydney,Singapour,9010.03,12.6,Terminé,A074
VOL00419,20240614,Madrid,Beijing,5734.81,8.77,Terminé,A045
VOL00420,20240615,Tokyo,Hong Kong,1840.61,3.72,Terminé,A100
VOL00421,20230305,Los Angeles,Paris,7516.55,11.02,Terminé,A066
VOL00422,20241103,Hong Kong,Moscou,4427.56,5.55,En cours,A042
VOL00423,20240818,Madrid,Dubaï,3514.42,5.4,Terminé,A095
VOL00424,20221205,Los Angeles,Moscou,9047.39,12.07,Terminé,A006
VOL00425,20220614,Tokyo,Madrid,6708.32,10.34,Terminé,A111
VOL00426,20230727,Rome,Paris,697.56,2.21,Terminé,A077
VOL00427,20241112,Paris,Berlin,538.64,0.94,Terminé,A037
VOL00428,20231109,Berlin,Sydney,3198.94,5.78,Terminé,A011
VOL00429,20220702,Rome,Paris,697.56,0.95,Terminé,A118
VOL00430,20230418,Rome,Los Angeles,7648.57,9.92,Terminé,A106
VOL00431,20230919,Berlin,Sydney,3198.94,4.34,Terminé,A139
VOL00432,20230328,Londres,Beijing,5054.25,7.3,Terminé,A059
VOL00433,20230203,Singapour,Tokyo,3336.77,4.85,Terminé,A103
VOL00434,20221020,Berlin,Los Angeles,8052.31,11.0,Terminé,A033
VOL00435,20220211,Beijing,Sydney,6474.53,8.27,Terminé,A091
VOL00436,20220327,Paris,Toronto,3719.59,6.07,Terminé,A054
VOL00437,20230508,Tokyo,Londres,5950.38,8.3,Terminé,A104
VOL00438,20240822,Dubaï,Tokyo,4960.83,6.72,Terminé,A108
VOL00439,20220521,Toronto,Paris,3719.59,5.28,Terminé,A107
VOL00440,20240712,Moscou,Sydney,3940.11,6.88,Terminé,A118
VOL00441,20240419,New York,Toronto,352.45,1.44,Terminé,A116
VOL00442,20230125,New York,Madrid,3578.54,6.42,Terminé,A114
VOL00443,20240217,Moscou,Rome,1478.07,2.41,Terminé,A100
VOL00444,20240930,Los Angeles,Dubaï,9281.76,12.32,Terminé,A119
VOL00445,20240320,Dubaï,Beijing,3634.71,5.4,En cours,A094
VOL00446,20230506,Sydney,Beijing,6474.53,9.9,Terminé,A087
VOL00447,20221021,Madrid,Sydney,2804.41,4.03,Terminé,A084
VOL00448,20220103,Dubaï,New York,6829.02,10.2,Terminé,A103
VOL00449,20220729,Beijing,Londres,5054.25,8.17,Terminé,A035
VOL00450,20240511,Londres,Madrid,793.57,2.03,Terminé,A136
VOL00451,20230316,Sydney,Berlin,3198.94,4.87,Terminé,A053
VOL00452,20221218,Paris,Dubaï,3255.26,4.4,Terminé,A063
VOL00453,20241117,Singapour,Madrid,7074.64,10.32,Terminé,A056
VOL00454,20240731,Madrid,Tokyo,6708.32,9.37,Terminé,A049
VOL00455,20220404,Singapour,Tokyo,3336.77,6.07,Terminé,A146
VOL00456,20230517,Sydney,Los Angeles,5824.63,8.39,Terminé,A050
VOL00457,20220828,Madrid,New York,3578.54,6.32,En cours,A094
VOL00458,20240714,Sydney,Rome,3495.8,5.64,Terminé,A119
VOL00459,20220922,Moscou,Beijing,3598.04,5.38,Terminé,A141
VOL00460,20240731,Singapour,Toronto,9306.67,12.01,Terminé,A105
VOL00461,20241214,Hong Kong,Paris,5964.82,7.57,Terminé,A096
VOL00462,20231003,Rome,Sydney,3495.8,4.74,En cours,A079
VOL00463,20240616,Beijing,Madrid,5734.81,8.11,Terminé,A055
VOL00464,20241021,Hong Kong,Berlin,5426.18,7.11,Terminé,A101
VOL00465,20240514,Londres,New York,3452.99,5.25,Terminé,A037
VOL00466,20240623,Rome,Madrid,855.37,1.3,Terminé,A121
VOL00467,20221113,Berlin,Sydney,3198.94,5.79,En cours,A028
VOL00468,20240821,New York,Madrid,3578.54,5.46,Terminé,A139
VOL00469,20240701,Madrid,Dubaï,3514.42,5.28,Terminé,A116
VOL00470,20230606,Hong Kong,Toronto,7787.98,11.71,Terminé,A077
VOL00471,20230513,Singapour,Tokyo,3336.77,5.29,Terminé,A106
VOL00472,20230713,Toronto,Dubaï,6864.43,9.5,Terminé,A014
VOL00473,20241124,Paris,Tokyo,6038.73,7.77,Annulé,A052
VOL00474,20240910,Sydney,Rome,3495.8,5.81,Terminé,A056
VOL00475,20230426,Beijing,Sydney,6474.53,8.39,Terminé,A087
VOL00476,20230708,Hong Kong,Londres,5970.86,8.16,Terminé,A142
VOL00477,20240610,Sydney,Rome,3495.8,4.78,En cours,A041
VOL00478,20220530,Dubaï,Madrid,3514.42,4.96,Terminé,A099
VOL00479,20230731,Beijing,Moscou,3598.04,6.17,Annulé,A133
VOL00480,20230417,Moscou,Beijing,3598.04,6.0,En cours,A111
VOL00481,20230702,Beijing,Londres,5054.25,7.96,Terminé,A047
VOL00482,20231110,Tokyo,Sydney,6635.25,9.42,Terminé,A114
VOL00483,20231008,New York,Beijing,6811.61,9.84,Terminé,A007
VOL00484,20220606,Dubaï,Toronto,6864.43,9.01,Terminé,A053
VOL00485,20221002,Rome,Sydney,3495.8,6.37,Terminé,A099
VOL00486,20221027,Tokyo,Londres,5950.38,7.45,Terminé,A146
VOL00487,20230410,Tokyo,Londres,5950.38,8.97,En cours,A045
VOL00488,20240215,Londres,New York,3452.99,4.68,Terminé,A070
VOL00489,20221031,Dubaï,Berlin,2861.96,5.42,Terminé,A145
VOL00490,20230306,Londres,Dubaï,3398.47,4.74,Terminé,A040
VOL00491,20220503,Tokyo,Madrid,6708.32,9.38,En cours,A103
VOL00492,20240420,Paris,Los Angeles,7516.55,9.58,En cours,A148
VOL00493,20240405,Madrid,Moscou,2144.38,3.34,Terminé,A051
VOL00494,20231031,New York,Hong Kong,8049.43,10.63,Annulé,A039
VOL00495,20240803,Moscou,Beijing,3598.04,6.46,Terminé,A106
VOL00496,20240422,Madrid,New York,3578.54,4.72,Terminé,A082
VOL00497,20220429,Londres,New York,3452.99,5.06,Terminé,A120
VOL00498,20230219,Singapour,Moscou,5232.45,8.4,Terminé,A063
VOL00499,20240501,Moscou,Madrid,2144.38,2.89,En cours,A034
VOL00500,20240228,Tokyo,Madrid,6708.32,9.03,Terminé,A125
VOL00501,20220201,Singapour,Los Angeles,9934.68,12.48,Terminé,A081
VOL00502,20240210,Beijing,Los Angeles,11917.58,15.82,Terminé,A136
VOL00503,20240825,Berlin,Londres,583.63,2.14,Terminé,A010
VOL00504,20220104,Los Angeles,Singapour,9934.68,13.38,Terminé,A025
VOL00505,20231213,Hong Kong,Los Angeles,11327.82,15.42,Terminé,A017
VOL00506,20230826,Toronto,Beijing,6552.51,8.73,Terminé,A022
VOL00507,20240229,Hong Kong,Moscou,4427.56,6.85,Annulé,A006
VOL00508,20240429,Dubaï,Paris,3255.26,4.73,Annulé,A003
VOL00509,20230319,New York,Dubaï,6829.02,8.62,Terminé,A014
VOL00510,20240917,New York,Berlin,3968.08,6.2,En cours,A085
VOL00511,20230317,Madrid,Tokyo,6708.32,9.29,Terminé,A024
VOL00512,20230704,Sydney,Los Angeles,5824.63,9.18,Terminé,A081
VOL00513,20240602,Madrid,Beijing,5734.81,9.17,Terminé,A092
VOL00514,20240912,Sydney,Singapour,9010.03,13.08,Terminé,A052
VOL00515,20220220,Los Angeles,Dubaï,9281.76,13.2,Terminé,A039
VOL00516,20240227,Singapour,Rome,6219.28,8.03,Terminé,A055
VOL00517,20231111,Berlin,Beijing,4570.23,7.44,Terminé,A079
VOL00518,20240330,Sydney,Tokyo,6635.25,9.9,En cours,A017
VOL00519,20221126,Rome,Sydney,3495.8,4.94,Terminé,A093
VOL00520,20240806,Hong Kong,Paris,5964.82,9.05,Terminé,A081
VOL00521,20220910,Singapour,Hong Kong,1599.0,3.49,Terminé,A150
VOL00522,20241220,Paris,Singapour,6661.5,9.42,Terminé,A115
VOL00523,20220216,Dubaï,Londres,3398.47,5.45,En cours,A122
VOL00524,20240308,Toronto,Londres,3540.12,4.61,En cours,A087
VOL00525,20220216,Beijing,Moscou,3598.04,5.01,Terminé,A045
VOL00526,20220612,Beijing,Los Angeles,11917.58,15.38,Terminé,A075
VOL00527,20240518,Sydney,Tokyo,6635.25,9.84,Terminé,A078
VOL00528,20220926,Dubaï,Toronto,6864.43,9.38,Terminé,A026
VOL00529,20240725,Madrid,Toronto,3747.34,4.73,Terminé,A144
VOL00530,20221230,New York,Singapour,9522.43,12.32,Terminé,A041
VOL00531,20220404,Madrid,New York,3578.54,5.25,Terminé,A039
VOL00532,20230608,Tokyo,New York,6719.12,9.2,En cours,A042
VOL00533,20240207,Tokyo,Toronto,6395.8,9.29,Terminé,A107
VOL00534,20231024,Beijing,Paris,5093.95,8.28,Terminé,A031
VOL00535,20230301,Beijing,Londres,5054.25,6.63,Terminé,A137
VOL00536,20240711,Beijing,Sydney,6474.53,8.69,Terminé,A105
VOL00537,20231023,Dubaï,Hong Kong,3682.27,6.21,Terminé,A041
VOL00538,20231114,New York,Tokyo,6719.12,9.87,Terminé,A144
VOL00539,20240207,Hong Kong,Singapour,1599.0,3.84,Terminé,A142
VOL00540,20230715,New York,Singapour,9522.43,13.71,En cours,A121
VOL00541,20240504,Beijing,Singapour,2793.35,4.7,Terminé,A072
VOL00542,20230523,Dubaï,Berlin,2861.96,4.3,Terminé,A064
VOL00543,20220608,New York,Paris,3619.74,4.72,Terminé,A030
VOL00544,20240812,Dubaï,Los Angeles,9281.76,12.34,Terminé,A038
VOL00545,20220131,Berlin,Toronto,4022.74,5.43,Terminé,A114
VOL00546,20220408,Singapour,Dubaï,3627.21,5.42,En cours,A025
VOL00547,20231209,Sydney,New York,785.21,1.76,En cours,A011
VOL00548,20230327,Hong Kong,Berlin,5426.18,7.32,En cours,A035
VOL00549,20220512,Los Angeles,Rome,7648.57,10.76,Terminé,A098
VOL00550,20220315,Hong Kong,Rome,5751.7,7.37,En cours,A122
VOL00551,20220224,Madrid,Paris,671.16,1.68,Terminé,A098
VOL00552,20230513,Berlin,Los Angeles,8052.31,10.8,Terminé,A123
VOL00553,20230204,Madrid,Londres,793.57,1.36,Terminé,A044
VOL00554,20220202,Moscou,Toronto,4638.08,7.06,En cours,A006
VOL00555,20221031,Rome,Sydney,3495.8,4.56,Terminé,A093
VOL00556,20230425,Beijing,Londres,5054.25,7.34,Terminé,A113
VOL00557,20220907,Beijing,Londres,5054.25,8.26,Terminé,A150
VOL00558,20240818,Rome,Sydney,3495.8,5.72,Annulé,A147
VOL00559,20220814,Paris,Sydney,2836.29,4.84,En cours,A047
VOL00560,20230314,Tokyo,Dubaï,4960.83,7.63,Terminé,A115
VOL00561,20240801,Berlin,Toronto,4022.74,6.89,Annulé,A006
VOL00562,20230531,Madrid,Sydney,2804.41,4.56,Terminé,A126
VOL00563,20240117,Tokyo,Rome,6143.72,8.97,Annulé,A146
VOL00564,20221201,Beijing,Dubaï,3634.71,4.71,Terminé,A089
VOL00565,20220814,Beijing,Toronto,6552.51,9.13,Terminé,A087
VOL00566,20221123,Moscou,Tokyo,4665.82,5.99,Terminé,A022
VOL00567,20230921,Toronto,Dubaï,6864.43,10.18,En cours,A095
VOL00568,20220801,Madrid,Toronto,3747.34,5.28,Terminé,A018
VOL00569,20220213,Paris,Moscou,1537.4,3.89,Terminé,A046
VOL00570,20230922,Madrid,Paris,671.16,2.21,Terminé,A035
VOL00571,20240130,Hong Kong,Madrid,6542.88,8.78,Terminé,A077
VOL00572,20240314,Hong Kong,Beijing,1237.81,2.04,Terminé,A101
VOL00573,20230202,Los Angeles,Hong Kong,11327.82,15.02,Terminé,A039
VOL00574,20220527,Toronto,Moscou,4638.08,6.93,Terminé,A029
VOL00575,20230504,Londres,Sydney,2672.74,4.44,Terminé,A051
VOL00576,20220719,Paris,New York,3619.74,6.36,Terminé,A083
VOL00577,20230901,Toronto,Berlin,4022.74,6.06,Terminé,A075
VOL00578,20220827,Rome,Tokyo,6143.72,8.7,Terminé,A022
VOL00579,20220317,Hong Kong,Paris,5964.82,8.28,En cours,A091
VOL00580,20231204,Berlin,Madrid,1166.49,2.39,Terminé,A127
VOL00581,20241218,Hong Kong,Londres,5970.86,8.9,Terminé,A005
VOL00582,20240518,Los Angeles,Dubaï,9281.76,13.23,Terminé,A107
VOL00583,20240120,Paris,Toronto,3719.59,5.36,Terminé,A044
VOL00584,20220513,Los Angeles,Beijing,11917.58,16.07,En cours,A094
VOL00585,20241024,Singapour,Berlin,6157.01,9.23,Terminé,A065
VOL00586,20231121,Dubaï,Paris,3255.26,4.1,Terminé,A050
VOL00587,20220117,Berlin,Rome,732.34,2.4,En cours,A132
VOL00588,20240501,Berlin,Moscou,998.88,2.17,Annulé,A072
VOL00589,20240921,Berlin,Paris,538.64,2.25,Terminé,A134
VOL00590,20220727,Singapour,New York,9522.43,13.59,En cours,A007
VOL00591,20240528,Rome,Madrid,855.37,1.16,Terminé,A126
VOL00592,20240103,Singapour,Moscou,5232.45,7.37,En cours,A082
VOL00593,20240721,Toronto,Berlin,4022.74,6.44,Annulé,A043
VOL00594,20221101,Moscou,Rome,1478.07,2.48,Terminé,A014
VOL00595,20240601,New York,Singapour,9522.43,13.35,Annulé,A062
VOL00596,20221218,Singapour,Hong Kong,1599.0,3.51,Terminé,A079
VOL00597,20241125,Londres,Moscou,1553.78,2.84,En cours,A068
VOL00598,20230629,Tokyo,Los Angeles,10622.14,14.89,Terminé,A115
VOL00599,20240908,Berlin,Singapour,6157.01,8.38,Terminé,A111
VOL00600,20240801,Toronto,New York,352.45,2.28,En cours,A087
VOL00601,20240602,Rome,Paris,697.56,2.49,Terminé,A011
VOL00602,20230625,Dubaï,Berlin,2861.96,4.0,Terminé,A070
VOL00603,20231014,Singapour,Hong Kong,1599.0,2.16,Terminé,A118
VOL00604,20230509,Los Angeles,Hong Kong,11327.82,16.12,Terminé,A021
VOL00605,20220618,Berlin,Moscou,998.88,1.77,En cours,A086
VOL00606,20230717,Toronto,Madrid,3747.34,6.03,En cours,A142
VOL00607,20240703,Madrid,Londres,793.57,1.86,En cours,A009
VOL00608,20230506,Beijing,Madrid,5734.81,7.2,Terminé,A034
VOL00609,20240731,Moscou,Sydney,3940.11,5.72,Terminé,A003
VOL00610,20240207,New York,Toronto,352.45,0.47,Terminé,A147
VOL00611,20231111,Londres,New York,3452.99,5.63,En cours,A005
VOL00612,20220219,Rome,Hong Kong,5751.7,8.11,En cours,A078
VOL00613,20240930,Londres,Los Angeles,7529.12,10.22,Terminé,A098
VOL00614,20231019,Hong Kong,Rome,5751.7,8.51,Annulé,A052
VOL00615,20221230,Singapour,New York,9522.43,13.39,Terminé,A121
VOL00616,20240916,Madrid,Beijing,5734.81,8.62,Terminé,A098
VOL00617,20230302,Toronto,Sydney,954.64,1.8,Terminé,A100
VOL00618,20231219,Rome,New York,4281.0,6.98,Terminé,A010
VOL00619,20230605,Dubaï,Tokyo,4960.83,7.43,Terminé,A070
VOL00620,20231120,Sydney,Londres,2672.74,4.72,En cours,A097
VOL00621,20230718,Singapour,Sydney,9010.03,13.19,Terminé,A086
VOL00622,20230711,Los Angeles,Rome,7648.57,10.91,Terminé,A094
VOL00623,20220112,Singapour,Sydney,9010.03,12.87,Annulé,A132
VOL00624,20241115,Paris,Hong Kong,5964.82,7.63,En cours,A109
VOL00625,20230118,Sydney,Toronto,954.64,1.46,Terminé,A105
VOL00626,20220616,Dubaï,Paris,3255.26,4.45,Terminé,A088
VOL00627,20230501,Tokyo,Paris,6038.73,9.18,Terminé,A034
VOL00628,20240403,New York,Londres,3452.99,5.71,Terminé,A089
VOL00629,20240918,Berlin,Hong Kong,5426.18,7.16,Terminé,A067
VOL00630,20230429,Toronto,Sydney,954.64,1.25,Terminé,A142
VOL00631,20240824,Sydney,Berlin,3198.94,4.96,Terminé,A050
VOL00632,20240923,Madrid,Los Angeles,6905.71,8.92,Terminé,A126
VOL00633,20240627,Tokyo,Rome,6143.72,8.16,En cours,A073
VOL00634,20220127,Dubaï,Madrid,3514.42,6.08,Terminé,A069
VOL00635,20220701,Singapour,Toronto,9306.67,13.35,En cours,A022
VOL00636,20230817,Sydney,Tokyo,6635.25,9.37,Terminé,A116
VOL00637,20230321,Hong Kong,Paris,5964.82,7.63,Annulé,A022
VOL00638,20240330,Beijing,Los Angeles,11917.58,16.44,Terminé,A082
VOL00639,20230505,Paris,Moscou,1537.4,2.22,Terminé,A131
VOL00640,20230911,Tokyo,Los Angeles,10622.14,14.12,En cours,A030
VOL00641,20240117,Londres,Los Angeles,7529.12,9.64,Annulé,A006
VOL00642,20240818,Hong Kong,Moscou,4427.56,7.34,Terminé,A033
VOL00643,20241214,Singapour,Berlin,6157.01,9.17,Terminé,A028
VOL00644,20231127,Londres,New York,3452.99,5.21,Terminé,A063
VOL00645,20240512,Singapour,Sydney,9010.03,12.23,En cours,A020
VOL00646,20231031,Paris,Berlin,538.64,0.71,En cours,A046
VOL00647,20231213,Londres,Dubaï,3398.47,5.15,Terminé,A096
VOL00648,20240709,Paris,Singapour,6661.5,8.81,En cours,A017
VOL00649,20230630,Rome,Moscou,1478.07,2.44,Terminé,A040
VOL00650,20230911,Paris,Berlin,538.64,2.33,Terminé,A147
VOL00651,20230521,Hong Kong,Tokyo,1840.61,3.08,Terminé,A061
VOL00652,20230409,Los Angeles,Madrid,6905.71,9.3,Annulé,A023
VOL00653,20220827,Toronto,Hong Kong,7787.98,9.94,Terminé,A020
VOL00654,20230121,Londres,Singapour,6740.61,10.12,En cours,A003
VOL00655,20230930,Berlin,Paris,538.64,1.54,Terminé,A004
VOL00656,20220824,Los Angeles,Sydney,5824.63,8.11,Terminé,A088
VOL00657,20230106,Singapour,Berlin,6157.01,8.69,En cours,A019
VOL00658,20230119,Rome,Londres,899.67,2.28,Terminé,A040
VOL00659,20230311,Sydney,Tokyo,6635.25,9.76,Terminé,A150
VOL00660,20240909,Madrid,Los Angeles,6905.71,10.63,En cours,A118
VOL00661,20230712,Moscou,Hong Kong,4427.56,5.61,Terminé,A085
VOL00662,20241201,Hong Kong,Madrid,6542.88,8.98,Terminé,A028
VOL00663,20230725,New York,Moscou,4659.09,6.85,En cours,A032
VOL00664,20220716,Moscou,Tokyo,4665.82,7.28,Terminé,A015
VOL00665,20230124,Paris,New York,3619.74,6.4,Terminé,A036
VOL00666,20230821,Londres,Toronto,3540.12,6.24,Terminé,A052
VOL00667,20230402,Los Angeles,Madrid,6905.71,10.37,Annulé,A021
VOL00668,20240101,Rome,Sydney,3495.8,4.83,Annulé,A048
VOL00669,20221225,Beijing,Moscou,3598.04,4.62,Terminé,A024
VOL00670,20230903,Rome,Beijing,5048.51,6.35,Terminé,A024
VOL00671,20220120,Tokyo,Singapour,3336.77,5.32,En cours,A001
VOL00672,20241220,Singapour,Moscou,5232.45,7.65,Terminé,A111
VOL00673,20220908,Rome,Moscou,1478.07,2.38,En cours,A060
VOL00674,20230707,Beijing,Londres,5054.25,7.61,Terminé,A054
VOL00675,20220326,Sydney,Madrid,2804.41,5.28,Terminé,A013
VOL00676,20220413,Los Angeles,Londres,7529.12,9.65,Terminé,A021
VOL00677,20230813,Los Angeles,Beijing,11917.58,16.14,Annulé,A100
VOL00678,20220907,Tokyo,Hong Kong,1840.61,3.59,En cours,A083
VOL00679,20240923,Singapour,Madrid,7074.64,9.74,En cours,A136
VOL00680,20220721,Hong Kong,Berlin,5426.18,7.66,Terminé,A050
VOL00681,20220117,Berlin,Hong Kong,5426.18,7.11,Terminé,A122
VOL00682,20230728,Toronto,Beijing,6552.51,9.64,Terminé,A051
VOL00683,20240810,Singapour,Los Angeles,9934.68,13.36,Terminé,A127
VOL00684,20240829,Toronto,Rome,4399.74,6.38,En cours,A048
VOL00685,20240612,New York,Sydney,785.21,2.0,Terminé,A121
VOL00686,20231120,Berlin,Tokyo,5559.08,8.12,Terminé,A074
VOL00687,20230104,Paris,Londres,208.87,1.63,Terminé,A016
VOL00688,20220407,Madrid,Moscou,2144.38,4.52,Terminé,A114
VOL00689,20230524,Paris,Tokyo,6038.73,9.26,Terminé,A048
VOL00690,20240827,Tokyo,Beijing,1326.77,3.09,Terminé,A130
VOL00691,20220813,Singapour,Sydney,9010.03,12.2,En cours,A002
VOL00692,20220505,Beijing,Moscou,3598.04,6.26,Terminé,A021
VOL00693,20240322,Dubaï,Paris,3255.26,5.52,Terminé,A046
VOL00694,20240925,Londres,Rome,899.67,1.91,Terminé,A051
VOL00695,20220523,Singapour,Los Angeles,9934.68,13.25,Terminé,A068
VOL00696,20220411,Londres,Tokyo,5950.38,9.32,En cours,A037
VOL00697,20221029,Moscou,Berlin,998.88,2.55,Terminé,A139
VOL00698,20221024,Londres,Toronto,3540.12,5.15,Terminé,A148
VOL00699,20230906,Moscou,Toronto,4638.08,6.74,Terminé,A049
VOL00700,20220615,Londres,Hong Kong,5970.86,9.41,Terminé,A032
VOL00701,20230515,Berlin,Sydney,3198.94,4.32,Terminé,A020
VOL00702,20220822,Moscou,Hong Kong,4427.56,5.95,Terminé,A049
VOL00703,20240423,Madrid,Tokyo,6708.32,9.77,Terminé,A048
VOL00704,20230330,Sydney,Madrid,2804.41,3.68,Terminé,A083
VOL00705,20241127,Paris,Hong Kong,5964.82,8.42,Annulé,A059
VOL00706,20240210,Singapour,Dubaï,3627.21,4.88,Terminé,A042
VOL00707,20240702,Dubaï,Tokyo,4960.83,6.51,Terminé,A102
VOL00708,20240616,Dubaï,Moscou,2286.53,3.84,Terminé,A076
VOL00709,20230823,Moscou,Hong Kong,4427.56,7.12,Terminé,A106
VOL00710,20240519,Paris,Beijing,5093.95,8.25,Terminé,A130
VOL00711,20230909,Rome,Hong Kong,5751.7,8.18,Terminé,A074
VOL00712,20220425,Hong Kong,Tokyo,1840.61,2.77,Terminé,A056
VOL00713,20220714,Tokyo,Los Angeles,10622.14,14.39,Terminé,A110
VOL00714,20230221,Moscou,New York,4659.09,7.82,Terminé,A065
VOL00715,20230228,Tokyo,Sydney,6635.25,9.01,Terminé,A089
VOL00716,20230617,Beijing,Sydney,6474.53,8.61,Terminé,A062
VOL00717,20220607,Dubaï,Toronto,6864.43,9.93,Annulé,A136
VOL00718,20221109,Paris,New York,3619.74,4.87,Terminé,A002
VOL00719,20230428,Londres,Tokyo,5950.38,9.16,En cours,A065
VOL00720,20221213,Berlin,Los Angeles,8052.31,11.07,Terminé,A073
VOL00721,20220525,Beijing,Singapour,2793.35,5.11,Terminé,A042
VOL00722,20221108,Dubaï,Hong Kong,3682.27,5.28,Terminé,A017
VOL00723,20211228,Berlin,Tokyo,5559.08,7.18,Terminé,A016
VOL00724,20240407,Toronto,Berlin,4022.74,5.48,Terminé,A017
VOL00725,20240702,Toronto,Paris,3719.59,5.77,Terminé,A127
VOL00726,20240811,Moscou,Dubaï,2286.53,3.83,Terminé,A089
VOL00727,20230811,Berlin,Los Angeles,8052.31,12.05,Terminé,A016
VOL00728,20220227,Madrid,Hong Kong,6542.88,9.75,Terminé,A111
VOL00729,20230411,Hong Kong,Madrid,6542.88,9.72,En cours,A021
VOL00730,20230805,Madrid,Toronto,3747.34,6.22,Terminé,A115
VOL00731,20230725,Singapour,Berlin,6157.01,8.81,Terminé,A004
VOL00732,20240709,Los Angeles,Rome,7648.57,11.35,En cours,A023
VOL00733,20220517,Rome,Toronto,4399.74,7.21,Terminé,A082
VOL00734,20230415,Berlin,Hong Kong,5426.18,8.53,Terminé,A093
VOL00735,20230617,Londres,Singapour,6740.61,9.63,Terminé,A017
VOL00736,20230201,Rome,Hong Kong,5751.7,7.4,Terminé,A146
VOL00737,20240511,Berlin,Moscou,998.88,1.35,En cours,A068
VOL00738,20220815,Moscou,Hong Kong,4427.56,7.43,Terminé,A082
VOL00739,20230328,Sydney,Toronto,954.64,2.79,En cours,A116
VOL00740,20221024,Singapour,Berlin,6157.01,9.62,Terminé,A092
VOL00741,20230620,Beijing,Tokyo,1326.77,3.17,Terminé,A123
VOL00742,20221010,Madrid,Dubaï,3514.42,6.34,Terminé,A095
VOL00743,20220518,Beijing,Londres,5054.25,7.88,Terminé,A128
